Image_Path	Predicted_Label	Actual_Label	Correct
front_2022_10_17_08_59_53.jpg	Rain jacket	T-shirt	False
front_2022_09_09_09_14_44.jpg	Training top	Shirt	False
front_2022_09_06_09_31_42.jpg	Rain jacket	Sweater	False
front_2022_10_11_12_01_15.jpg	Rain jacket	Top	False
front_2022_09_29_13_20_34.jpg	Training top	Blouse	False
front_2022_09_08_11_29_20.jpg	Blouse	T-shirt	False
front_2022_10_17_05_35_14.jpg	Blouse	Sweater	False
front_2022_09_30_09_33_32.jpg	Rain jacket	Top	False
front_2022_09_05_11_30_56.jpg	Blouse	Shirt	False
front_2022_11_18_09_13_16.jpg	Rain jacket	Jacker	False
front_2022_11_16_09_37_55.jpg	Blouse	Tank top	False
front_2022_11_17_10_37_26.jpg	Training top	Dress	False
front_2022_10_25_08_37_52.jpg	Blouse	Dress	False
front_2023_02_09_14_03_21.jpg	Rain jacket	Blouse	False
front_2022_10_25_08_41_37.jpg	Rain jacket	Shirt	False
front_2022_11_16_09_40_33.jpg	Tank top 	Cardigan	False
front_2022_12_08_12_12_41.jpg	Rain jacket	Cardigan	False
front_2022_10_06_09_37_04.jpg	Training top	Dress	False
front_2022_11_17_08_49_33.jpg	Blouse	Cardigan	False
front_2022_11_07_12_50_18.jpg	Night gown	Tank top	False
front_2023_02_10_07_19_15.jpg	Night gown	Cardigan	False
front_2022_12_15_14_20_55.jpg	Rain jacket	Winter jacket	False
front_2022_11_29_11_44_56.jpg	Rain jacket	Tank top 	False
front_2022_12_06_12_40_32.jpg	Night gown	Trousers	False
front_2023_02_07_07_39_17.jpg	Rain jacket	Jeans	False
front_2022_09_30_13_29_23.jpg	Rain jacket	Top	False
front_2023_02_06_09_14_11.jpg	Training top	Sweater	False
front_2022_09_28_05_59_20.jpg	Rain jacket	Blazer	False
front_2022_09_23_11_50_29.jpg	Blouse	T-shirt	False
front_2022_09_21_11_06_07.jpg	Blouse	Blouse	True
front_2022_09_21_12_05_59.jpg	Blouse	Shirt	False
front_2022_09_02_09_58_23.jpg	Blouse	Dress	False
front_2022_10_10_13_34_46.jpg	Rain jacket	Sweater	False
front_2022_10_31_07_37_59.jpg	Rain trousers	Blouse	False
front_2022_09_05_12_14_21.jpg	Rain jacket	Dress	False
front_2023_02_08_09_31_18.jpg	Robe	Trousers	False
front_2022_09_28_10_57_43.jpg	Blouse	Sweater	False
front_2022_10_24_08_16_01.jpg	Rain jacket	Sweater	False
front_2022_09_20_07_00_26.jpg	Blouse	Top	False
front_2023_02_17_09_29_46.jpg	Blouse	Blouse	True
front_2022_10_24_07_11_28.jpg	Rain jacket	Sweater	False
front_2022_10_20_10_56_28.jpg	Rain jacket	Cardigan	False
front_2023_02_02_11_17_02.jpg	Training top	Top	False
front_2022_09_26_11_59_06.jpg	Blouse	Dress	False
front_2022_09_05_11_22_00.jpg	Blouse	Blouse	True
front_2022_10_12_06_20_04.jpg	Rain jacket	Dress	False
front_2023_02_11_08_30_14.jpg	Training top	Jacket	False
front_2023_02_02_07_28_01.jpg	Training top	Dress	False
front_2022_09_29_07_40_28.jpg	Blouse	Cardigan	False
front_2022_09_14_07_31_45.jpg	Rain jacket	Shirt	False
front_2022_09_26_06_58_18.jpg	Tank top	Tank top	True
front_2022_11_18_08_47_44.jpg	Rain jacket	Shirt	False
front_2022_09_19_12_27_24.jpg	Blouse	T-shirt	False
front_2023_02_15_12_10_59.jpg	Rain jacket	T-shirt	False
front_2022_11_05_11_11_11.jpg	Blouse	Dress	False
front_2022_09_30_13_32_29.jpg	Blouse	Top	False
front_2022_10_17_12_05_15.jpg	Rain jacket	Shirt	False
front_2022_09_28_08_35_08.jpg	Tank top	Dress	False
front_2022_09_26_08_48_44.jpg	Tank top	Blouse	False
front_2022_09_30_06_52_00.jpg	Rain jacket	Top	False
front_2022_09_14_11_34_29.jpg	Rain jacket	Top	False
front_2022_09_08_12_18_53.jpg	Night gown	Cardigan	False
front_2022_10_10_11_31_50.jpg	Blouse	T-shirt	False
front_2022_10_11_12_23_28.jpg	Rain jacket	Dress	False
front_2023_02_17_09_59_22.jpg	Blouse	Blouse	True
front_2022_10_05_13_42_37.jpg	Tank top	Blouse	False
front_2023_02_08_08_06_56.jpg	Rain jacket	Sweater	False
front_2022_11_07_09_35_06.jpg	Rain jacket	Sweater	False
front_2022_09_28_13_22_25.jpg	Blouse	Dress	False
front_2022_09_30_07_32_16.jpg	Blouse	Sweater	False
front_2022_09_29_09_25_15.jpg	Night gown	Tank top	False
front_2022_12_14_11_57_49.jpg	Rain jacket	Tank top 	False
front_2022_12_01_14_02_07.jpg	Blouse	Tank top 	False
front_2023_01_23_08_36_43.jpg	Rain jacket	Top	False
front_2023_01_30_09_21_56.jpg	Night gown	Shorts	False
front_2022_11_15_14_10_23.jpg	Rain jacket	Shirt	False
front_2022_09_09_08_33_55.jpg	Rain jacket	Jacker	False
front_2022_09_06_05_56_29.jpg	Training top	T-shirt	False
front_2022_11_07_09_08_09.jpg	Blouse	Blouse	True
front_2022_09_28_11_17_06.jpg	Rain jacket	Shirt	False
front_2023_01_31_10_56_17.jpg	Training top	Shirt	False
front_2022_09_21_06_53_21.jpg	Blouse	T-shirt	False
front_2022_10_10_09_09_22.jpg	Rain jacket	Sweater	False
front_2022_10_06_07_11_34.jpg	Hoodie	Top	False
front_2023_02_06_09_08_55.jpg	Training top	Tights	False
front_2022_09_20_08_34_58.jpg	Tank top	Dress	False
front_2022_11_30_13_09_58.jpg	Blouse	Shirt	False
front_2022_09_20_08_40_44.jpg	Rain jacket	Top	False
front_2022_10_13_07_02_00.jpg	Blouse	Sweater	False
front_2022_10_18_08_31_29.jpg	Rain trousers	Tunic	False
front_2022_10_17_08_09_23.jpg	Rain jacket	Dress	False
front_2022_11_07_09_31_07.jpg	Blouse	Dress	False
front_2023_01_23_08_58_30.jpg	Rain jacket	Top	False
front_2022_09_15_12_29_19.jpg	Night gown	Tank top	False
front_2022_09_30_05_45_52.jpg	Rain jacket	Top	False
front_2023_02_09_06_44_18.jpg	Blouse	Pajamas	False
front_2022_11_15_13_15_39.jpg	Blouse	Sweater	False
front_2023_02_17_08_31_49.jpg	Rain jacket	Rain jacket	True
front_2023_02_02_07_43_00.jpg	Blouse	Top	False
front_2023_02_02_08_26_49.jpg	Training top	Top	False
front_2022_11_09_09_17_21.jpg	Blouse	Dress	False
front_2022_09_30_09_20_57.jpg	Blouse	Top	False
front_2022_09_06_09_47_23.jpg	Night gown	Top	False
front_2022_12_15_13_08_25.jpg	Blouse	Sweater	False
front_2022_11_16_12_00_01.jpg	Blouse	Blouse	True
front_2022_10_10_09_02_18.jpg	Rain jacket	T-shirt	False
front_2022_11_16_10_21_22.jpg	Blouse	Cardigan	False
front_2022_11_16_11_47_19.jpg	Rain jacket	Dress	False
front_2022_09_23_05_38_59.jpg	Tank top	Sweater	False
front_2022_10_14_10_53_15.jpg	Blouse	Blouse	True
front_2023_02_17_08_34_26.jpg	Dress	Rain trousers	False
front_2022_09_12_12_36_39.jpg	Rain jacket	Shirt	False
front_2022_12_02_09_37_13.jpg	Blouse	Skirt	False
front_2023_02_08_08_17_31.jpg	Blouse	T-shirt	False
front_2023_02_15_10_13_12.jpg	Blouse	Shorts	False
front_2022_10_24_08_22_17.jpg	Rain jacket	Dress	False
front_2022_09_29_13_24_31.jpg	Rain jacket	Sweater	False
front_2022_09_05_11_40_12.jpg	Rain jacket	Shirt	False
front_2022_10_03_07_11_27.jpg	Blouse	Sweater	False
front_2022_09_29_13_29_29.jpg	Rain jacket	T-shirt	False
front_2023_02_13_12_13_36.jpg	Blouse	Tank top 	False
front_2022_11_30_10_55_48.jpg	Blouse	Jeans	False
front_2022_09_28_06_01_42.jpg	Rain jacket	Blazer	False
front_2023_02_09_08_44_42.jpg	Blouse	Blazer	False
front_2022_09_06_09_45_05.jpg	Blouse	T-shirt	False
front_2022_11_07_12_58_18.jpg	Blouse	Blouse	True
front_2023_02_09_06_35_49.jpg	Blouse	Shirt	False
front_2022_12_07_14_05_14.jpg	Blouse	Jacket	False
front_2022_10_17_05_55_38.jpg	Blouse	Sweater	False
front_2023_01_23_09_15_41.jpg	Rain jacket	Trousers	False
front_2022_09_02_12_32_03.jpg	Blouse	Top	False
front_2022_09_19_08_34_36.jpg	Blouse	Shirt	False
front_2023_02_08_14_10_40.jpg	Shirt	Trousers	False
front_2022_11_17_09_08_55.jpg	Shirt	Shirt	True
front_2022_09_14_08_15_41.jpg	Blouse	Sweater	False
front_2022_09_15_09_02_19.jpg	Blouse	Blouse	True
front_2022_10_13_07_34_06.jpg	Tank top	Top	False
front_2022_09_30_09_03_02.jpg	Rain trousers	Top	False
front_2023_02_09_13_36_35.jpg	Blouse	Jacket	False
front_2022_10_21_12_36_50.jpg	Blouse	Shirt	False
front_2022_12_08_12_17_22.jpg	Tank top 	Cardigan	False
front_2022_11_16_10_16_06.jpg	Blouse	Dress	False
front_2022_09_12_11_39_35.jpg	Tank top	Dress	False
front_2022_10_31_06_44_01.jpg	Denim jacket	Top	False
front_2022_11_05_12_07_51.jpg	Rain jacket	Jacker	False
front_2022_11_15_13_57_03.jpg	Rain jacket	Shirt	False
front_2022_11_16_12_31_07.jpg	Blouse	Dress	False
front_2022_09_19_09_12_44.jpg	Rain jacket	Cardigan	False
front_2022_09_06_13_28_08.jpg	Tank top	Top	False
front_2022_11_17_10_24_53.jpg	Shirt	Blouse	False
front_2022_12_14_08_07_10.jpg	Rain jacket	Jacket	False
front_2022_09_05_07_06_50.jpg	Rain jacket	T-shirt	False
front_2022_09_14_09_09_19.jpg	Blouse	Shirt	False
front_2022_09_02_12_00_00.jpg	Blouse	Blazer	False
front_2022_09_28_08_44_47.jpg	Blouse	Tank top	False
front_2022_09_23_11_43_08.jpg	Tank top	Dress	False
front_2023_02_17_08_51_43.jpg	Blouse	Jacket	False
front_2022_11_20_11_05_11.jpg	Rain jacket	Shorts	False
front_2022_09_26_11_29_26.jpg	Blouse	Shirt	False
front_2022_09_26_12_01_47.jpg	Rain jacket	Dress	False
front_2022_10_31_07_13_35.jpg	Blouse	Sweater	False
front_2023_02_13_12_16_52.jpg	Blouse	Tank top 	False
front_2023_02_10_08_19_59.jpg	Training top	T-shirt	False
front_2022_09_09_08_16_42.jpg	Tank top	Blouse	False
front_2022_09_28_07_27_10.jpg	Blouse	Cardigan	False
front_2022_09_23_11_33_50.jpg	Rain jacket	Nightgown	False
front_2022_09_12_11_11_56.jpg	Blouse	Shirt	False
front_2022_09_21_12_04_01.jpg	Tank top	Tank top	True
front_2022_11_20_11_03_00.jpg	Dress	T-shirt	False
front_2022_10_26_11_46_36.jpg	Rain jacket	T-shirt	False
front_2022_10_31_07_40_12.jpg	Night gown	Sweater	False
front_2022_10_06_06_23_53.jpg	Blouse	Sweater	False
front_2022_11_17_09_31_37.jpg	Blouse	Tank top	False
front_2022_10_03_07_17_45.jpg	Blouse	Blouse	True
front_2022_10_03_07_12_14.jpg	Blouse	Sweater	False
front_2023_02_13_09_03_46.jpg	Blouse	Sweater	False
front_2022_12_06_12_52_44.jpg	Rain jacket	Tights	False
front_2022_09_12_08_00_44.jpg	Tank top	Shirt	False
front_2022_10_25_12_12_33.jpg	Rain jacket	T-shirt	False
front_2022_09_12_11_24_53.jpg	Tank top 	Cardigan	False
front_2022_10_25_11_12_47.jpg	Shirt	Cardigan	False
front_2022_10_27_08_06_38.jpg	Dress	Sweater	False
front_2022_11_05_09_09_29.jpg	Rain jacket	Tank top	False
front_2022_10_31_07_22_54.jpg	Blouse	Blouse	True
front_2023_02_13_08_44_27.jpg	Blouse	T-shirt	False
front_2023_02_17_10_17_57.jpg	Blouse	Sweater	False
front_2023_01_23_09_01_41.jpg	Dress	Sweater	False
front_2023_01_26_10_58_16.jpg	Shirt	Shirt	True
front_2022_11_07_10_59_18.jpg	Blouse	Sweater	False
front_2022_11_15_14_26_19.jpg	Blouse	Sweater	False
front_2022_10_10_09_22_18.jpg	Blouse	Dress	False
front_2022_11_30_12_03_30.jpg	Rain jacket	Shorts	False
front_2022_10_20_08_16_38.jpg	Training top	Dress	False
front_2022_09_23_08_05_26.jpg	Blouse	Blouse	True
front_2022_09_14_07_50_28.jpg	Blouse	Shirt	False
front_2022_09_05_08_43_39.jpg	Blouse	Blouse	True
front_2022_09_19_09_14_37.jpg	Tank top	Cardigan	False
front_2022_09_22_07_20_24.jpg	Blouse	Top	False
front_2022_10_26_05_34_12.jpg	Blouse	T-shirt	False
front_2022_11_16_13_16_38.jpg	Blouse	Blazer	False
front_2022_10_13_06_54_05.jpg	Top	T-shirt	False
front_2022_09_14_11_36_07.jpg	Tank top	Top	False
front_2023_02_09_06_04_36.jpg	Training top	Cardigan	False
front_2022_10_10_09_30_02.jpg	Blouse	Tank top	False
front_2022_12_15_13_04_44.jpg	Rain jacket	Top	False
front_2022_10_03_08_54_01.jpg	Blouse	T-shirt	False
front_2022_12_08_08_43_27.jpg	Blouse	Skirt	False
front_2022_12_15_13_31_10.jpg	Rain jacket	Dress	False
front_2022_10_17_06_22_35.jpg	Blouse	Cardigan	False
front_2022_09_12_08_17_15.jpg	Blouse	Blazer	False
front_2022_12_06_12_48_29.jpg	Rain jacket	Top	False
front_2023_02_09_07_55_31.jpg	Shirt	T-shirt	False
front_2022_10_10_10_52_44.jpg	Blouse	Tank top	False
front_2022_09_15_09_10_08.jpg	Blouse	Blouse	True
front_2022_09_14_07_57_44.jpg	Top	Top	True
front_2022_11_16_13_30_22.jpg	Blouse	Tank top	False
front_2023_02_06_08_46_09.jpg	Blouse	Dress	False
front_2022_09_30_05_39_27.jpg	Blouse	Sweater	False
front_2022_09_09_08_37_40.jpg	Blouse	Shirt	False
front_2023_02_06_10_21_29.jpg	Training top	Cardigan	False
front_2022_11_09_09_49_35.jpg	Dress	Shirt	False
front_2022_11_15_14_16_25.jpg	Rain jacket	Dress	False
front_2022_09_05_09_10_36.jpg	Top	T-shirt	False
front_2023_02_17_10_11_45.jpg	Blouse	T-shirt	False
front_2022_10_03_07_19_49.jpg	Shirt	Top	False
front_2023_02_08_09_38_57.jpg	Training top	Blouse	False
front_2023_01_23_08_31_21.jpg	Shirt	Jeans	False
front_2022_09_21_11_35_54.jpg	Top	Tank top	False
front_2022_09_28_13_30_52.jpg	Tank top	Tank top	True
front_2022_12_01_13_07_23.jpg	Rain jacket	Sweater	False
front_2022_10_24_12_17_15.jpg	Rain jacket	Cardigan	False
front_2022_10_06_09_05_56.jpg	Blouse	Sweater	False
front_2022_10_14_11_59_58.jpg	Blouse	Top	False
front_2022_09_15_07_57_30.jpg	Blouse	Dress	False
front_2022_09_01_08_25_11.jpg	Blouse	Dress	False
front_2022_10_31_07_03_14.jpg	Rain jacket	T-shirt	False
front_2022_11_07_10_22_10.jpg	Blouse	Shirt	False
front_2022_09_09_08_44_07.jpg	Blouse	Top	False
front_2023_01_23_09_17_46.jpg	Blouse	Blouse	True
front_2022_09_28_13_28_01.jpg	Blouse	Top	False
front_2022_10_13_10_53_28.jpg	Blouse	Nightgown	False
front_2022_09_09_09_18_54.jpg	Blouse	Shirt	False
front_2022_09_12_08_09_52.jpg	Blouse	Shirt	False
front_2022_11_17_10_21_32.jpg	Blouse	Blouse	True
front_2022_10_13_10_59_11.jpg	Blouse	T-shirt	False
front_2022_11_20_10_49_55.jpg	Blouse	T-shirt	False
front_2022_10_03_12_33_54.jpg	Blouse	Tank top	False
front_2022_10_10_07_56_18.jpg	Blouse	Sweater	False
front_2022_12_14_08_36_47.jpg	Rain jacket	Vest	False
front_2022_12_15_12_46_20.jpg	Rain jacket	Sweater	False
front_2023_02_08_12_18_56.jpg	Rain jacket	Tights	False
front_2022_09_19_08_42_10.jpg	Tank top	Sweater	False
front_2022_09_14_07_39_26.jpg	Tank top	T-shirt	False
front_2022_09_19_12_24_38.jpg	Tank top	Tank top	True
front_2022_09_19_08_36_43.jpg	Tank top	Blouse	False
front_2023_01_31_10_30_33.jpg	Blouse	Trousers	False
front_2022_11_09_12_02_18.jpg	Blouse	Shirt	False
front_2023_02_09_13_53_26.jpg	Blouse	Shorts	False
front_2022_09_19_08_51_41.jpg	Tank top	Tank top	True
front_2022_09_29_13_43_42.jpg	Blouse	Sweater	False
front_2022_10_17_09_27_16.jpg	Blouse	T-shirt	False
front_2023_02_07_13_59_49.jpg	Rain jacket	Cardigan	False
front_2022_10_25_11_08_53.jpg	Blouse	Tank top	False
front_2022_11_29_08_17_02.jpg	Rain jacket	T-shirt	False
front_2022_09_26_06_45_22.jpg	Cardigan	Top	False
front_2022_09_23_11_13_16.jpg	Blouse	Blouse	True
front_2022_11_17_12_24_43.jpg	Dress	Cardigan	False
front_2022_09_14_08_46_56.jpg	Blouse	Sweater	False
front_2022_09_30_06_12_39.jpg	Blouse	T-shirt	False
front_2022_10_26_11_35_47.jpg	Rain jacket	Sweater	False
front_2022_11_05_09_40_01.jpg	Blouse	T-shirt	False
front_2022_09_23_06_53_07.jpg	Blouse	Blouse	True
front_2022_09_08_11_37_53.jpg	Blouse	Sweater	False
front_2023_02_22_13_23_56.jpg	Blouse	Dress	False
front_2022_10_13_10_48_48.jpg	Dress	Dress	True
front_2022_09_01_08_17_58.jpg	Blouse	Shirt	False
front_2022_11_30_10_58_30.jpg	Shirt	Shorts	False
front_2022_10_06_06_10_47.jpg	Blouse	Top	False
front_2022_10_24_09_18_18.jpg	Shirt	Blouse	False
front_2023_02_13_12_26_58.jpg	Blouse	Trousers	False
front_2022_10_10_11_06_30.jpg	Dress	Sweater	False
front_2022_09_19_11_40_32.jpg	Top	Cardigan	False
front_2022_10_17_05_57_47.jpg	Blouse	Blazer	False
front_2022_09_14_08_55_53.jpg	Blouse	Blouse	True
front_2022_09_29_13_52_59.jpg	Top	Tank top	False
front_2022_09_12_11_15_31.jpg	T-shirt	Shirt	False
front_2022_10_11_11_18_41.jpg	Blouse	Top	False
front_2022_09_12_12_29_12.jpg	Blouse	Sweater	False
front_2022_12_14_12_03_41.jpg	Blouse	Top	False
front_2022_11_16_12_14_43.jpg	Blouse	Blouse	True
front_2022_09_30_06_24_03.jpg	Top	Top	True
front_2023_02_13_11_29_34.jpg	Rain jacket	Robe	False
front_2022_10_14_12_19_23.jpg	Blouse	Top	False
front_2022_10_03_11_31_14.jpg	Blouse	T-shirt	False
front_2022_12_14_08_42_54.jpg	Blouse	Trousers	False
front_2022_10_03_08_48_05.jpg	Top	Top	True
front_2022_11_17_10_07_33.jpg	Shirt	Jacker	False
front_2023_02_09_06_51_30.jpg	Blouse	Top	False
front_2022_09_28_06_07_23.jpg	Blouse	Sweater	False
front_2022_12_14_07_58_23.jpg	Rain jacket	Jacket	False
front_2022_11_17_08_58_05.jpg	Shirt	Jacker	False
front_2022_11_29_11_49_05.jpg	Blouse	Blouse	True
front_2022_11_09_09_17_18.jpg	Dress	Dress	True
front_2022_11_17_10_01_21.jpg	Blouse	Dress	False
front_2022_10_03_06_49_20.jpg	Blouse	Sweater	False
front_2022_09_30_13_26_53.jpg	Top	T-shirt	False
front_2022_12_02_10_29_50.jpg	Blouse	Skirt	False
front_2022_11_15_14_43_22.jpg	Rain jacket	Dress	False
front_2022_10_26_07_17_21.jpg	Dress	Top	False
front_2022_09_09_09_12_16.jpg	Blouse	T-shirt	False
front_2022_10_17_07_37_59.jpg	Blouse	Sweater	False
front_2022_09_02_09_51_26.jpg	Blouse	T-shirt	False
front_2022_10_12_06_37_21.jpg	Top	Top	True
front_2022_11_16_09_48_14.jpg	Dress	Dress	True
front_2022_10_03_12_42_42.jpg	Top	Blouse	False
front_2023_02_02_10_49_28.jpg	Blouse	Blouse	True
front_2022_12_08_10_00_54.jpg	Blouse	Trousers	False
front_2022_09_05_07_38_37.jpg	Blouse	Tank top	False
front_2022_11_20_10_35_16.jpg	Blouse	Sweater	False
front_2022_10_13_07_51_54.jpg	Tank top	Tank top	True
front_2023_02_02_07_54_22.jpg	Training top	T-shirt	False
front_2022_09_23_11_19_05.jpg	Cardigan	Blouse	False
front_2022_12_01_10_10_58.jpg	Blouse	Rain jacket	False
front_2022_09_22_06_43_28.jpg	Top	T-shirt	False
front_2022_11_05_09_24_05.jpg	Blouse	Tank top	False
front_2022_09_05_09_30_48.jpg	Shirt	Shirt	True
front_2022_10_26_07_06_43.jpg	Dress	Top	False
front_2022_10_05_07_34_15.jpg	Top	T-shirt	False
front_2023_02_13_11_32_39.jpg	Blouse	Shorts	False
front_2022_09_23_11_09_13.jpg	Blouse	Sweater	False
front_2022_10_13_10_41_55.jpg	Top	Cardigan	False
front_2022_10_21_12_20_17.jpg	Blouse	Blouse	True
front_2022_10_10_09_43_30.jpg	Blouse	Dress	False
front_2023_02_13_09_56_03.jpg	Blouse	Trousers	False
front_2022_10_18_09_08_28.jpg	Blouse	Top	False
front_2022_09_12_08_54_41.jpg	Shirt	Blouse	False
front_2022_09_19_11_16_28.jpg	Top	Shirt	False
front_2022_11_25_13_27_03.jpg	Blouse	Blouse	True
front_2022_10_13_08_00_58.jpg	Blouse	Dress	False
front_2022_09_23_08_15_52.jpg	Tank top	Blouse	False
front_2022_09_14_07_58_45.jpg	Top	Top	True
front_2022_11_09_09_44_27.jpg	Blouse	Shirt	False
front_2022_09_29_11_39_31.jpg	Top	Tank top	False
front_2022_11_09_10_20_44.jpg	Shirt	Tank top	False
front_2022_11_09_09_56_39.jpg	Blouse	T-shirt	False
front_2022_09_28_13_26_24.jpg	Top	Sweater	False
front_2022_09_14_11_43_52.jpg	Shirt	Sweater	False
front_2022_09_23_06_04_33.jpg	Top	Tunic	False
front_2022_10_17_09_05_25.jpg	Blouse	Cardigan	False
front_2022_11_30_13_15_56.jpg	Shirt	Jeans	False
front_2022_10_17_08_54_37.jpg	Tank top	Tank top	True
front_2022_10_17_09_25_37.jpg	Blouse	Sweater	False
front_2022_09_14_11_46_43.jpg	Shirt	Cardigan	False
front_2022_09_23_09_17_42.jpg	Shirt	Sweater	False
front_2022_10_18_09_23_37.jpg	Blouse	Dress	False
front_2022_11_15_14_41_55.jpg	Blouse	Blouse	True
front_2022_09_23_05_56_40.jpg	Blouse	Tank top	False
front_2023_01_30_09_43_58.jpg	Training top	Top	False
front_2022_10_17_06_15_03.jpg	Blouse	Sweater	False
front_2022_09_12_11_35_42.jpg	Top	T-shirt	False
front_2022_10_05_07_14_41.jpg	Top	Top	True
front_2022_10_10_11_23_30.jpg	Blouse	Tunic	False
front_2022_10_12_05_48_06.jpg	Blouse	T-shirt	False
front_2022_11_30_12_22_27.jpg	Shirt	Skirt	False
front_2022_10_17_11_18_15.jpg	Blouse	Blouse	True
front_2023_02_09_12_50_35.jpg	Blouse	Trousers	False
front_2022_09_05_11_46_13.jpg	Blouse	Dress	False
front_2022_11_30_13_00_06.jpg	Dress	Blouse	False
front_2022_10_05_10_56_43.jpg	Tank top	T-shirt	False
front_2022_09_21_11_39_46.jpg	Blouse	Sweater	False
front_2022_10_25_10_53_09.jpg	Blouse	Blouse	True
front_2022_11_07_13_04_29.jpg	Blouse	T-shirt	False
front_2022_10_18_09_14_35.jpg	Blouse	Blouse	True
front_2022_09_26_08_53_28.jpg	Blouse	Sweater	False
front_2022_09_09_09_16_33.jpg	Blouse	Sweater	False
front_2023_02_11_08_56_21.jpg	Blouse	T-shirt	False
front_2022_09_14_09_02_48.jpg	Top	T-shirt	False
front_2022_09_02_12_20_36.jpg	Blouse	Sweater	False
front_2022_11_16_13_12_48.jpg	Shirt	Shirt	True
front_2022_09_30_06_07_49.jpg	Top	Top	True
front_2022_12_14_12_14_24.jpg	Blouse	Shirt	False
front_2022_09_28_08_42_45.jpg	Blouse	Jacker	False
front_2022_09_19_08_47_45.jpg	Dress	Dress	True
front_2023_02_02_09_34_13.jpg	Blouse	Sweater	False
front_2022_09_20_08_37_35.jpg	Blouse	Tank top	False
front_2022_11_17_10_29_44.jpg	Shirt	Shirt	True
front_2022_11_07_09_37_42.jpg	Blouse	Cardigan	False
front_2022_09_29_09_17_13.jpg	Top	Tank top	False
front_2023_02_07_14_22_20.jpg	Rain jacket	Sweater	False
front_2022_09_05_09_32_21.jpg	Blouse	Shirt	False
front_2022_10_17_06_34_09.jpg	Top	Top	True
front_2022_09_23_10_44_22.jpg	Top	Tank top	False
front_2022_10_11_11_45_37.jpg	Top	Top	True
front_2022_09_21_09_25_25.jpg	Top	Tank top	False
front_2022_12_02_09_04_09.jpg	Blouse	Blouse	True
front_2022_11_16_12_08_47.jpg	Blouse	Blouse	True
front_2022_10_03_06_52_56.jpg	Blouse	Top	False
front_2022_09_02_09_22_50.jpg	Blouse	T-shirt	False
front_2022_09_14_08_52_02.jpg	Blouse	Shirt	False
front_2022_09_26_11_09_06.jpg	Tank top	Cardigan	False
front_2022_09_29_11_50_55.jpg	Blouse	Cardigan	False
front_2022_10_25_12_11_17.jpg	Blouse	Tank top	False
front_2023_02_07_08_22_23.jpg	Blouse	Jeans	False
front_2022_10_24_07_59_07.jpg	Blouse	Dress	False
front_2022_09_12_11_58_54.jpg	Dress	Blouse	False
front_2022_10_25_11_59_21.jpg	Shirt	Sweater	False
front_2022_11_16_11_56_37.jpg	Blouse	Dress	False
